calendar_year,corporate_name,revenue_agency_type,revenue_agency,revenue_type,commodity,commodity_order,raw_revenue,revenue
2013,THE TERMO CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,583.55",1583.55
2013,T H MCELVAIN OIL & GAS,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$20,470.00",20470.00
2013,T H MCELVAIN OIL & GAS,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$16,605.50",16605.50
2014,CHISOS LTD,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$12,934.00",12934.00
2013,T H MCELVAIN OIL & GAS,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$20,575.25",20575.25
2013,THOMAS DEVELOPMENT CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$2,100.00",2100.00
2013,THOMAS DEVELOPMENT CORP,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$3,044,570.00",3044570.00
2013,THOMAS DEVELOPMENT CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$33,081.00",33081.00
2013,THOMPSON ENGR & PROD CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$2,465.00",2465.00
2013,THOMPSON ENGR & PROD CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$31,653.20",31653.20
2013,THOMPSON J CLEO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$3,200.00",3200.00
2013,THOMPSON J CLEO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$286.20,286.20
2013,THOROFARE RESOURCES INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$200.00,200.00
2013,THOROFARE RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,807.40",1807.40
2013,THUNDERBIRD ENERGY LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$173,530.00",173530.00
2013,THUNDERBIRD ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$3,718.50",3718.50
2013,TIDEWATER OIL & GAS CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$128,328.50",128328.50
2013,TIDEWATER OIL & GAS CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,144.00",1144.00
2013,TIMBERLINE PROD CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$12,501.00",12501.00
2013,TIMBERLINE PROD CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,140.11",1140.11
2013,TRACKER RESOURCE DEVELOPMENT,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$470.00,470.00
2013,TRUJILLO ANN M,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$1,407,000.00",1407000.00
2013,TRUJILLO ANN M,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$46,359.00",46359.00
2013,TURNER PETROLEUM LAND SERVICES INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$150.00,150.00
2013,TURNER PETROLEUM LAND SERVICES INC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$824,274.50",824274.50
2013,TURNER PETROLEUM LAND SERVICES INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$5,800.50",5800.50
2013,URSA OPERATING CO LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$2,890.00",2890.00
2013,URSA OPERATING CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$75,202.01",75202.01
2013,VALDUS ENERGY LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,789.50",1789.50
2013,VALDUS ENERGY LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$569,500.00",569500.00
2013,VALDUS ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$405.00,405.00
2013,VENARI OFFSHORE LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$633,600.00",633600.00
2013,VERNON E FAULCONER INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$3,993.15",3993.15
2013,VPR OPERATING LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$125,000.00",125000.00
2013,WARD PETROLEUM CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$85.00,85.00
2013,WARD PETROLEUM CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$208.00,208.00
2013,WARD PETROLEUM CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$728.07,728.07
2013,WARD WILLISTON CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$297.24,297.24
2013,WARREN RESOURCES INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$32,935.00",32935.00
2013,WARREN RESOURCES INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$80,591.12",80591.12
2013,WARREN RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$33,267.09",33267.09
2013,WBI HOLDINGS INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$97,990.00",97990.00
2013,WBI HOLDINGS INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$173,467.83",173467.83
2013,WHITE OAK OPERATING CO LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$34,000.00",34000.00
2013,WHITE OAK OPERATING CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$7,495.72",7495.72
2013,WHITE PHILIP L,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$126,450.00",126450.00
2013,WHITE PHILIP L,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$21,234.50",21234.50
2013,WILBANKS RESERVE CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,805.00",1805.00
2013,WILBANKS RESERVE CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$300.00,300.00
2013,WILBANKS RESERVE CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$3,419.37",3419.37
2013,WINDSOR ENERGY GROUP LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$53,162.18",53162.18
2013,WITMAC OIL & GAS,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$126,177.00",126177.00
2013,XOG OPERATING LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,300.00",2300.00
2013,YATES PETROLEUM CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$527,685.00",527685.00
2013,YATES PETROLEUM CORP,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$832,173.00",832173.00
2013,YATES PETROLEUM CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,392,062.50",1392062.50
2013,YATES PETROLEUM CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$329,204.46",329204.46
2013,YELLOWSTONE EXPLORATION LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$155.00,155.00
2013,YELLOWSTONE EXPLORATION LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$233,700.00",233700.00
2013,YELLOWSTONE EXPLORATION LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$28.50,28.50
2013,ZENERGY OPERATING CO LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$100,890.00",100890.00
2013,ZENERGY OPERATING CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$9,130.00",9130.00
2013,ZENERGY OPERATING CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$4,387.01",4387.01
2013,ZONE EXPLORATION INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$107,365.50",107365.50
2014,ABRAXAS PETROLEUM CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$920.00,920.00
2014,ABRAXAS PETROLEUM CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$2,894.50",2894.50
2014,ABRAXAS PETROLEUM CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$26,383.18",26383.18
2014,AERA ENERGY LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$91,180.00",91180.00
2014,AERA ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$7,429.00",7429.00
2014,AERA ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$94,186.74",94186.74
2014,ALAMO-PALACE MP 59 LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$6,500.00",6500.00
2014,ALAMO-PALACE MP 59 LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$6,478.05",-6478.05
2014,ALLEN & KIRMSE LTD,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$620.00,620.00
2014,ALLEN & KIRMSE LTD,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$2,974,340.00",2974340.00
2014,ALLEN & KIRMSE LTD,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$6,238.50",6238.50
2014,ANADARKO PETROLEUM CORP,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$1,701,000.00",1701000.00
2014,ANADARKO PETROLEUM CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$500,719.14",500719.14
2014,ANDERSON MANAGEMENT CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$62,500.00",62500.00
2014,ANDERSON OIL LTD,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$630.00,630.00
2014,ANDERSON OIL LTD,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$14,526.00",14526.00
2014,ANDERSON OIL LTD,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$59,658.73",59658.73
2014,ANDERSON OIL LTD,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$23,134.40",23134.40
2014,ANGLO SUISSE OFFSHORE PARTNERS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$270.00,270.00
2014,ANGLO SUISSE OFFSHORE PARTNERS LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$48,500.00",48500.00
2014,ANGLO SUISSE OFFSHORE PARTNERS LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$336,448.52",336448.52
2014,APACHE CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$503,760.00",503760.00
2014,APACHE CORP,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$152,481.89",152481.89
2014,APACHE CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$4,186,962.22",-4186962.22
2014,ARGENT ENERGY US HOLDINGS INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,010.50",1010.50
2014,ARGENT ENERGY US HOLDINGS INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$3,904.70",3904.70
2014,AUGUSTUS ENERGY RESOURCES LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,800.00",1800.00
2014,AUGUSTUS ENERGY RESOURCES LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,884.00",1884.00
2014,AUGUSTUS ENERGY RESOURCES LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$21,700.85",21700.85
2014,AUTUMN RIDGE ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$113,365.84",113365.84
2014,AXIA ENERGY LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$360.00,360.00
2014,AXIA ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$14,192.00",14192.00
2014,AXIA ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$16,746.96",-16746.96
2014,AZALEA OIL CO LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$105,422.00",105422.00
2014,AZALEA OIL CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$25,380.50",25380.50
2014,BADGER OIL CORP,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$17,000.00",17000.00
2014,BADGER OIL CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$48,850.64",48850.64
2014,BAKKEN PRODUCTION INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$465.00,465.00
2014,BAKKEN PRODUCTION INC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$124,000.00",124000.00
2014,BAYTEX ENERGY USA LTD,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$8,682.00",8682.00
2014,BAYTEX ENERGY USA LTD,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,731.69",1731.69
2014,BBL LTD,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,-$298.85,-298.85
2014,B C OPERATING INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$480.00,480.00
2014,B C OPERATING INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$26,471.50",26471.50
2014,BENNU OIL & GAS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$437,240.00",437240.00
2014,BENNU OIL & GAS LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$3,469,723.26",3469723.26
2014,BENSON-MONTIN-GREER DRILLING CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$2,773.00",2773.00
2014,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,316.12",2316.12
2014,BERENERGY CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,120.00",1120.00
2014,BERENERGY CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$973.35,973.35
2014,BETA OPERATING CO LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$220,900.00",220900.00
2014,BILL BARRETT CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$437,800.00",437800.00
2014,BILL BARRETT CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$137,378.50",137378.50
2014,BILL BARRETT CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$1,267,516.02",-1267516.02
2014,BLACK HILLS CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$60,706.50",60706.50
2014,BLACK HILLS CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$17,723.15",-17723.15
2014,BLACK WARRIOR METHANE CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$62,267.09",62267.09
2014,BLUE DOLPHIN PRODUCTION LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$29,834.00",29834.00
2014,CHACO ENERGY CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$180.00,180.00
2014,BLUE DOLPHIN PRODUCTION LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$7,002.01",7002.01
2014,BLUE TIP ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$13,185.00",13185.00
2014,BLUE TIP ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$18,002.15",18002.15
2014,BML INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$407.55,407.55
2014,BOIS D ARC EXPLORATION LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$325,000.00",325000.00
2014,BOIS D ARC EXPLORATION LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$210,135.00",210135.00
2014,BOIS D ARC EXPLORATION LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$17,000.00",17000.00
2014,BOIS D ARC EXPLORATION LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$370,002.90",370002.90
2014,BOPCO LP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$338,120.86",338120.86
2014,BOPCO LP,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$6,432,000.00",6432000.00
2014,BOPCO LP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$52,134.00",52134.00
2014,BOPCO LP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$104,491.79",104491.79
2014,BREITBURN ENERGY PARTNERS LP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$66,440.00",66440.00
2014,BREITBURN ENERGY PARTNERS LP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$10,149.50",10149.50
2014,BREITBURN ENERGY PARTNERS LP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$10,637.06",10637.06
2014,BTA OIL PRODUCERS LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$85,490.00",85490.00
2014,BTA OIL PRODUCERS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$17,125.50",17125.50
2014,BTA OIL PRODUCERS LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$3,032.26",3032.26
2014,BURGUNDY OIL & GAS OF NEW MEXICO INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$930.00,930.00
2014,BURGUNDY OIL & GAS OF NEW MEXICO INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,474.00",2474.00
2014,BURNETT OIL CO INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$65,164.00",65164.00
2014,BURNETT OIL CO INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$134,751.42",134751.42
2014,BURR OIL & GAS INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$442.78,442.78
2014,CABOT OIL & GAS CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$3,690.00",3690.00
2014,CABOT OIL & GAS CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$199,671.00",199671.00
2014,CABOT OIL & GAS CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$973,372.47",973372.47
2014,CAERUS OIL AND GAS LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$3,330.00",3330.00
2014,CAERUS OIL AND GAS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$5,754.50",5754.50
2014,CAERUS OIL AND GAS LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$31,385.28",31385.28
2014,CARPENTER & SONS INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$620.00,620.00
2014,CARPENTER & SONS INC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$184,010.00",184010.00
2014,CARPENTER & SONS INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$29,698.50",29698.50
2014,CARRELL OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$813.00,813.00
2014,CARRIZO OIL & GAS INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$7,519.00",7519.00
2014,CARRIZO OIL & GAS INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$22,512.50",22512.50
2014,CARRIZO OIL & GAS INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$13,002.43",13002.43
2014,CASTEX OFFSHORE INC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$8,825,008.00",8825008.00
2014,CASTEX OFFSHORE INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,155,317.09",1155317.09
2014,CASTEX OFFSHORE INC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$650,700.00",650700.00
2014,CASTEX OFFSHORE INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$931,751.17",931751.17
2014,CASTLETON COMMODITIES INTERNATIONAL LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$780.00,780.00
2014,CASTLETON COMMODITIES INTERNATIONAL LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$147,767.50",147767.50
2014,CASTLETON COMMODITIES INTERNATIONAL LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$328,503.09",328503.09
2014,CBM GAS CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$856.42,856.42
2014,CHACO ENERGY CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,360.00",1360.00
2014,CHACO ENERGY CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,320.44",1320.44
2014,CHAPARRAL ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$240.00,240.00
2014,CHAPARRAL ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$529.38,529.38
2014,CHEVRON CORP,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$128,374,252.00",128374252.00
2014,CHEVRON CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$19,288,816.51",19288816.51
2014,CHEVRON CORP,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$12,153,400.00",12153400.00
2014,CHEVRON CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$3,204,486.01",3204486.01
2014,CHEYENNE RIVER LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$27,150.00",27150.00
2014,CHEYENNE RIVER LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$50,749.50",50749.50
2014,CHEYENNE RIVER LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,541.92",2541.92
2014,CHI OPERATING CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$13,090.00",13090.00
2014,CHI OPERATING CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$6,917.62",6917.62
2014,CHIPCORE LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$990.00,990.00
2014,CHISOS LTD,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$180.00,180.00
2014,CHISOS LTD,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,188.13",1188.13
2014,CHUZA OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$258.00,258.00
2014,CHUZA OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$280.00,280.00
2014,CIMARRON EXPLORATION CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,920.00",1920.00
2014,CIRIS ENERGY INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$9,895.95",-9895.95
2014,CIRQUE RESOURCES LP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$7,770.00",7770.00
2014,CIRQUE RESOURCES LP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$173,851.00",173851.00
2014,COCHON PROPERTIES LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$45.00,45.00
2014,COCHON PROPERTIES LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$187,007.21",187007.21
2014,CODY ENERGY INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$102.79,102.79
